2021-11-22 07:38:12 LK Repeating  process in 189
2021-11-22 11:15:53 LK Repeating  process in 1830
2021-11-22 11:15:53 LW Repeating  process in 55
2021-11-22 11:15:54 LK Repeating  process in 1829
2021-11-22 11:15:54 LW Repeating  process in 54
2021-11-22 11:15:55 LK Repeating  process in 1828
2021-11-22 11:15:55 LW Repeating  process in 53
2021-11-22 11:15:56 LK Repeating  process in 1827
2021-11-22 11:15:56 LW Repeating  process in 52
2021-11-22 11:15:57 LK Repeating  process in 1826
2021-11-22 11:15:57 LW Repeating  process in 51
2021-11-22 11:15:58 LK Repeating  process in 1825
2021-11-22 11:15:58 LW Repeating  process in 50
2021-11-22 11:15:59 LK Repeating  process in 1824
2021-11-22 11:15:59 LW Repeating  process in 49
2021-11-22 11:16:00 LK Repeating  process in 1823
2021-11-22 11:16:00 LW Repeating  process in 48
2021-11-22 11:16:01 LK Repeating  process in 1822
2021-11-22 11:16:01 LW Repeating  process in 47
2021-11-22 11:16:02 LK Repeating  process in 1821
2021-11-22 11:16:02 LW Repeating  process in 46
2021-11-22 11:16:03 LK Repeating  process in 1820
2021-11-22 11:16:03 LW Repeating  process in 45
2021-11-22 11:16:04 LK Repeating  process in 1819
2021-11-22 11:16:04 LW Repeating  process in 44
2021-11-22 11:16:05 LK Repeating  process in 1818
2021-11-22 11:16:05 LW Repeating  process in 43
2021-11-22 11:16:06 LK Repeating  process in 1817
2021-11-22 11:16:06 LW Repeating  process in 42
2021-11-22 11:16:07 LK Repeating  process in 1816
2021-11-22 11:16:07 LW Repeating  process in 41
2021-11-22 11:16:08 LK Repeating  process in 1815
2021-11-22 11:16:08 LW Repeating  process in 40
2021-11-22 11:16:09 LK Repeating  process in 1814
2021-11-22 11:16:09 LW Repeating  process in 39
2021-11-22 11:16:10 LK Repeating  process in 1813
2021-11-22 11:16:10 LW Repeating  process in 38
2021-11-22 11:16:11 LK Repeating  process in 1812
2021-11-22 11:16:11 LW Repeating  process in 37
2021-11-22 11:16:12 LK Repeating  process in 1811
2021-11-22 11:16:12 LW Repeating  process in 36
2021-11-22 11:16:13 LK Repeating  process in 1810
2021-11-22 11:16:13 LW Repeating  process in 35
2021-11-22 11:16:14 LK Repeating  process in 1809
2021-11-22 11:16:14 LW Repeating  process in 34
2021-11-22 11:16:15 LK Repeating  process in 1808
2021-11-22 11:16:15 LW Repeating  process in 33
2021-11-22 11:16:16 LK Repeating  process in 1807
2021-11-22 11:16:16 LW Repeating  process in 32
2021-11-22 11:16:17 LK Repeating  process in 1806
2021-11-22 11:16:17 LW Repeating  process in 31
2021-11-22 11:16:18 LK Repeating  process in 1805
2021-11-22 11:16:18 LW Repeating  process in 30
2021-11-22 11:16:19 LK Repeating  process in 1804
2021-11-22 11:16:19 LW Repeating  process in 29
2021-11-22 11:16:20 LK Repeating  process in 1803
2021-11-22 11:16:20 LW Repeating  process in 28
2021-11-22 11:16:21 LK Repeating  process in 1802
2021-11-22 11:16:21 LW Repeating  process in 27
2021-11-22 11:16:22 LK Repeating  process in 1801
2021-11-22 11:16:22 LW Repeating  process in 26
2021-11-22 11:16:23 LK Repeating  process in 1800
2021-11-22 11:16:23 LW Repeating  process in 25
2021-11-22 11:16:24 LK Repeating  process in 1799
2021-11-22 11:16:24 LW Repeating  process in 24
2021-11-22 11:16:25 LK Repeating  process in 1798
2021-11-22 11:16:25 LW Repeating  process in 23
2021-11-22 11:16:26 LK Repeating  process in 1797
2021-11-22 11:16:26 LW Repeating  process in 22
2021-11-22 11:16:27 LK Repeating  process in 1796
2021-11-22 11:16:27 LW Repeating  process in 21
2021-11-22 11:16:28 LK Repeating  process in 1795
2021-11-22 11:16:28 LW Repeating  process in 20
2021-11-22 11:16:29 LK Repeating  process in 1794
2021-11-22 11:16:29 LW Repeating  process in 19
2021-11-22 11:16:30 LK Repeating  process in 1793
2021-11-22 11:16:30 LW Repeating  process in 18
2021-11-22 11:16:31 LK Repeating  process in 1792
2021-11-22 11:16:31 LW Repeating  process in 17
2021-11-22 11:16:32 LK Repeating  process in 1791
2021-11-22 11:16:32 LW Repeating  process in 16
2021-11-22 11:16:33 LK Repeating  process in 1790
2021-11-22 11:16:33 LW Repeating  process in 15
2021-11-22 11:16:34 LK Repeating  process in 1789
2021-11-22 11:16:34 LW Repeating  process in 14
2021-11-22 11:16:35 LK Repeating  process in 1788
2021-11-22 11:16:35 LW Repeating  process in 13
2021-11-22 11:16:36 LK Repeating  process in 1787
2021-11-22 11:16:36 LW Repeating  process in 12
2021-11-22 11:16:37 LK Repeating  process in 1786
2021-11-22 11:16:37 LW Repeating  process in 11
2021-11-22 11:16:38 LK Repeating  process in 1785
2021-11-22 11:16:38 LW Repeating  process in 10
2021-11-22 11:16:39 LK Repeating  process in 1784
2021-11-22 11:16:39 LW Repeating  process in 9
2021-11-22 11:16:40 LK Repeating  process in 1783
2021-11-22 11:16:40 LW Repeating  process in 8
2021-11-22 11:16:41 LK Repeating  process in 1782
2021-11-22 11:16:41 LW Repeating  process in 7
2021-11-22 11:16:42 LK Repeating  process in 1781
2021-11-22 11:16:42 LW Repeating  process in 6
2021-11-22 11:16:43 LK Repeating  process in 1780
2021-11-22 11:16:43 LW Repeating  process in 5
2021-11-22 11:16:44 LK Repeating  process in 1779
2021-11-22 11:16:44 LW Repeating  process in 4
2021-11-22 11:16:45 LK Repeating  process in 1778
2021-11-22 11:16:45 LW Repeating  process in 3
2021-11-22 11:16:46 LK Repeating  process in 1777
2021-11-22 11:16:46 LW Repeating  process in 2
2021-11-22 11:16:47 LK Repeating  process in 1776
2021-11-22 11:16:47 LW Repeating  process in 1
2021-11-22 11:16:48 LK Repeating  process in 1775
2021-11-22 11:16:48 LW Repeating  process in 0
2021-11-22 11:16:49 LK Repeating  process in 1774
2021-11-22 11:16:49 LW Starting rundown download
2021-11-22 11:16:50 LK Repeating  process in 1773
2021-11-22 11:16:51 LK Repeating  process in 1772
2021-11-22 11:16:52 LK Repeating  process in 1771
2021-11-22 11:16:53 LK Repeating  process in 1770
2021-11-22 11:16:54 LK Repeating  process in 1769
2021-11-22 11:16:55 LK Repeating  process in 1768
2021-11-22 11:16:56 LK Repeating  process in 1767
2021-11-22 11:16:57 LK Repeating  process in 1766
2021-11-22 11:16:58 LK Repeating  process in 1765
2021-11-22 11:16:59 LK Repeating  process in 1764
2021-11-22 11:17:00 LK Repeating  process in 1763
2021-11-22 11:17:01 LK Repeating  process in 1762
2021-11-22 11:17:02 LK Repeating  process in 1761
2021-11-22 11:17:02 LW Converting from NSML to dict
2021-11-22 11:17:02 LW Calculating backtimes
2021-11-22 11:17:02 LW Converting dict to json
2021-11-22 11:17:03 LW Uploading json files to AWS
2021-11-22 11:17:03 LW Repeating  process in 299
2021-11-22 11:17:03 LK Repeating  process in 1760
2021-11-22 11:17:04 LW Repeating  process in 298
2021-11-22 11:17:04 LK Repeating  process in 1759
2021-11-22 11:17:05 LW Repeating  process in 297
2021-11-22 11:17:05 LK Repeating  process in 1758
2021-11-22 11:17:06 LW Repeating  process in 296
2021-11-22 11:17:06 LK Repeating  process in 1757
2021-11-22 11:17:07 LW Repeating  process in 295
2021-11-22 11:17:07 LK Repeating  process in 1756
2021-11-22 11:17:08 LW Repeating  process in 294
2021-11-22 11:17:08 LK Repeating  process in 1755
2021-11-22 11:17:09 LW Repeating  process in 293
2021-11-22 11:17:09 LK Repeating  process in 1754
2021-11-22 11:17:10 LW Repeating  process in 292
2021-11-22 11:17:10 LK Repeating  process in 1753
2021-11-22 11:17:11 LW Repeating  process in 291
2021-11-22 11:17:11 LK Repeating  process in 1752
2021-11-22 11:17:12 LW Repeating  process in 290
2021-11-22 11:17:12 LK Repeating  process in 1751
2021-11-22 11:17:13 LW Repeating  process in 289
2021-11-22 11:17:13 LK Repeating  process in 1750
2021-11-22 11:17:14 LW Repeating  process in 288
2021-11-22 11:17:14 LK Repeating  process in 1749
2021-11-22 11:17:15 LW Repeating  process in 287
2021-11-22 11:17:15 LK Repeating  process in 1748
2021-11-22 11:17:16 LW Repeating  process in 286
2021-11-22 11:17:16 LK Repeating  process in 1747
2021-11-22 11:17:17 LW Repeating  process in 285
2021-11-22 11:17:17 LK Repeating  process in 1746
2021-11-22 11:17:18 LW Repeating  process in 284
2021-11-22 11:17:18 LK Repeating  process in 1745
2021-11-22 11:17:19 LW Repeating  process in 283
2021-11-22 11:17:19 LK Repeating  process in 1744
2021-11-22 11:17:20 LW Repeating  process in 282
2021-11-22 11:17:20 LK Repeating  process in 1743
2021-11-22 11:17:21 LW Repeating  process in 281
2021-11-22 11:17:21 LK Repeating  process in 1742
2021-11-22 11:17:22 LW Repeating  process in 280
2021-11-22 11:17:22 LK Repeating  process in 1741
2021-11-22 11:17:23 LW Repeating  process in 279
2021-11-22 11:17:23 LK Repeating  process in 1740
2021-11-22 11:17:24 LW Repeating  process in 278
2021-11-22 11:17:24 LK Repeating  process in 1739
2021-11-22 11:17:25 LW Repeating  process in 277
2021-11-22 11:17:25 LK Repeating  process in 1738
2021-11-22 11:17:26 LW Repeating  process in 276
2021-11-22 11:17:26 LK Repeating  process in 1737
2021-11-22 11:17:27 LW Repeating  process in 275
2021-11-22 11:17:27 LK Repeating  process in 1736
2021-11-22 11:17:28 LW Repeating  process in 274
2021-11-22 11:17:28 LK Repeating  process in 1735
2021-11-22 11:17:29 LW Repeating  process in 273
2021-11-22 11:17:29 LK Repeating  process in 1734
2021-11-22 11:17:30 LW Repeating  process in 272
2021-11-22 11:17:30 LK Repeating  process in 1733
2021-11-22 11:17:31 LW Repeating  process in 271
2021-11-22 11:17:31 LK Repeating  process in 1732
2021-11-22 11:17:32 LW Repeating  process in 270
2021-11-22 11:17:32 LK Repeating  process in 1731
2021-11-22 11:17:33 LW Repeating  process in 269
2021-11-22 11:17:33 LK Repeating  process in 1730
2021-11-22 11:17:34 LW Repeating  process in 268
2021-11-22 11:17:34 LK Repeating  process in 1729
2021-11-22 11:17:35 LW Repeating  process in 267
2021-11-22 11:17:35 LK Repeating  process in 1728
2021-11-22 11:17:36 LW Repeating  process in 266
2021-11-22 11:17:36 LK Repeating  process in 1727
2021-11-22 11:17:37 LW Repeating  process in 265
2021-11-22 11:17:37 LK Repeating  process in 1726
2021-11-22 11:17:38 LW Repeating  process in 264
2021-11-22 11:17:38 LK Repeating  process in 1725
2021-11-22 11:17:39 LW Repeating  process in 263
2021-11-22 11:17:39 LK Repeating  process in 1724
2021-11-22 11:17:40 LW Repeating  process in 262
2021-11-22 11:17:40 LK Repeating  process in 1723
2021-11-22 11:17:41 LW Repeating  process in 261
2021-11-22 11:17:41 LK Repeating  process in 1722
2021-11-22 11:17:42 LW Repeating  process in 260
2021-11-22 11:17:42 LK Repeating  process in 1721
2021-11-22 11:17:43 LW Repeating  process in 259
2021-11-22 11:17:43 LK Repeating  process in 1720
2021-11-22 11:17:44 LW Repeating  process in 258
2021-11-22 11:17:44 LK Repeating  process in 1719
2021-11-22 11:17:45 LW Repeating  process in 257
2021-11-22 11:17:45 LK Repeating  process in 1718
2021-11-22 11:17:46 LW Repeating  process in 256
2021-11-22 11:17:46 LK Repeating  process in 1717
2021-11-22 11:17:47 LW Repeating  process in 255
2021-11-22 11:17:47 LK Repeating  process in 1716
2021-11-22 11:17:48 LW Repeating  process in 254
2021-11-22 11:17:48 LK Repeating  process in 1715
2021-11-22 11:17:49 LW Repeating  process in 253
2021-11-22 11:17:49 LK Repeating  process in 1714
2021-11-22 11:17:50 LW Repeating  process in 252
2021-11-22 11:17:50 LK Repeating  process in 1713
2021-11-22 11:17:51 LW Repeating  process in 251
2021-11-22 11:17:51 LK Repeating  process in 1712
2021-11-22 11:17:52 LW Repeating  process in 250
2021-11-22 11:17:52 LK Repeating  process in 1711
2021-11-22 11:17:53 LW Repeating  process in 249
2021-11-22 11:17:53 LK Repeating  process in 1710
2021-11-22 11:17:54 LW Repeating  process in 248
2021-11-22 11:17:54 LK Repeating  process in 1709
2021-11-22 11:17:55 LW Repeating  process in 247
2021-11-22 11:17:55 LK Repeating  process in 1708
2021-11-22 11:17:56 LW Repeating  process in 246
2021-11-22 11:17:56 LK Repeating  process in 1707
2021-11-22 11:17:57 LW Repeating  process in 245
2021-11-22 11:17:57 LK Repeating  process in 1706
2021-11-22 11:17:58 LW Repeating  process in 244
2021-11-22 11:17:58 LK Repeating  process in 1705
2021-11-22 11:17:59 LW Repeating  process in 243
2021-11-22 11:17:59 LK Repeating  process in 1704
2021-11-22 11:18:00 LW Repeating  process in 242
2021-11-22 11:18:00 LK Repeating  process in 1703
2021-11-22 11:18:01 LW Repeating  process in 241
2021-11-22 11:18:01 LK Repeating  process in 1702
2021-11-22 11:18:02 LW Repeating  process in 240
2021-11-22 11:18:02 LK Repeating  process in 1701
2021-11-22 11:18:03 LW Repeating  process in 239
2021-11-22 11:18:03 LK Repeating  process in 1700
2021-11-22 11:18:04 LW Repeating  process in 238
2021-11-22 11:18:04 LK Repeating  process in 1699
2021-11-22 11:18:05 LW Repeating  process in 237
2021-11-22 11:18:05 LK Repeating  process in 1698
2021-11-22 11:18:06 LW Repeating  process in 236
2021-11-22 11:18:06 LK Repeating  process in 1697
2021-11-22 11:18:07 LW Repeating  process in 235
2021-11-22 11:18:07 LK Repeating  process in 1696
2021-11-22 11:18:08 LW Repeating  process in 234
2021-11-22 11:18:08 LK Repeating  process in 1695
2021-11-22 11:18:09 LW Repeating  process in 233
2021-11-22 11:18:09 LK Repeating  process in 1694
2021-11-22 11:18:10 LW Repeating  process in 232
2021-11-22 11:18:10 LK Repeating  process in 1693
2021-11-22 11:18:11 LW Repeating  process in 231
2021-11-22 11:18:11 LK Repeating  process in 1692
2021-11-22 11:18:12 LW Repeating  process in 230
2021-11-22 11:18:12 LK Repeating  process in 1691
2021-11-22 11:18:13 LW Repeating  process in 229
2021-11-22 11:18:13 LK Repeating  process in 1690
2021-11-22 11:18:14 LW Repeating  process in 228
2021-11-22 11:18:14 LK Repeating  process in 1689
2021-11-22 11:18:15 LW Repeating  process in 227
2021-11-22 11:18:15 LK Repeating  process in 1688
2021-11-22 11:18:16 LW Repeating  process in 226
2021-11-22 11:18:16 LK Repeating  process in 1687
2021-11-22 11:18:17 LW Repeating  process in 225
2021-11-22 11:18:17 LK Repeating  process in 1686
2021-11-22 11:18:18 LW Repeating  process in 224
2021-11-22 11:18:18 LK Repeating  process in 1685
2021-11-22 11:18:19 LW Repeating  process in 223
2021-11-22 11:18:19 LK Repeating  process in 1684
2021-11-22 11:18:20 LW Repeating  process in 222
2021-11-22 11:18:20 LK Repeating  process in 1683
2021-11-22 11:18:21 LW Repeating  process in 221
2021-11-22 11:18:21 LK Repeating  process in 1682
2021-11-22 11:18:22 LW Repeating  process in 220
2021-11-22 11:18:22 LK Repeating  process in 1681
2021-11-22 11:18:23 LW Repeating  process in 219
2021-11-22 11:18:23 LK Repeating  process in 1680
2021-11-22 11:18:23 LW Repeating  process in 218
2021-11-22 11:18:24 LK Repeating  process in 1679
2021-11-22 11:18:25 LW Repeating  process in 217
2021-11-22 11:18:25 LK Repeating  process in 1678
2021-11-22 11:18:26 LW Repeating  process in 216
2021-11-22 11:18:26 LK Repeating  process in 1677
2021-11-22 11:18:27 LW Repeating  process in 215
2021-11-22 11:18:27 LK Repeating  process in 1676
2021-11-22 11:18:27 LW Repeating  process in 214
2021-11-22 11:18:28 LK Repeating  process in 1675
2021-11-22 11:18:28 LW Repeating  process in 213
2021-11-22 11:18:29 LK Repeating  process in 1674
2021-11-22 11:18:29 LW Repeating  process in 212
2021-11-22 11:18:30 LK Repeating  process in 1673
2021-11-22 11:18:30 LW Repeating  process in 211
2021-11-22 11:18:31 LK Repeating  process in 1672
2021-11-22 11:18:31 LW Repeating  process in 210
2021-11-22 11:18:32 LK Repeating  process in 1671
2021-11-22 11:18:32 LW Repeating  process in 209
2021-11-22 11:18:33 LK Repeating  process in 1670
2021-11-22 11:18:33 LW Repeating  process in 208
2021-11-22 11:18:34 LK Repeating  process in 1669
2021-11-22 11:18:34 LW Repeating  process in 207
2021-11-22 11:18:35 LK Repeating  process in 1668
2021-11-22 11:18:35 LW Repeating  process in 206
2021-11-22 11:18:36 LK Repeating  process in 1667
2021-11-22 11:18:36 LW Repeating  process in 205
2021-11-22 11:18:37 LK Repeating  process in 1666
2021-11-22 11:18:37 LW Repeating  process in 204
2021-11-22 11:18:38 LK Repeating  process in 1665
2021-11-22 11:18:38 LW Repeating  process in 203
2021-11-22 11:18:39 LK Repeating  process in 1664
2021-11-22 11:18:39 LW Repeating  process in 202
2021-11-22 11:18:40 LK Repeating  process in 1663
2021-11-22 11:18:40 LW Repeating  process in 201
2021-11-22 11:18:41 LK Repeating  process in 1662
2021-11-22 11:18:41 LW Repeating  process in 200
2021-11-22 11:18:42 LK Repeating  process in 1661
2021-11-22 11:18:42 LW Repeating  process in 199
2021-11-22 11:18:43 LK Repeating  process in 1660
2021-11-22 11:18:43 LW Repeating  process in 198
2021-11-22 11:18:44 LK Repeating  process in 1659
2021-11-22 11:18:44 LW Repeating  process in 197
2021-11-22 11:18:45 LK Repeating  process in 1658
2021-11-22 11:18:45 LW Repeating  process in 196
2021-11-22 11:18:46 LK Repeating  process in 1657
2021-11-22 11:18:46 LW Repeating  process in 195
2021-11-22 11:18:47 LK Repeating  process in 1656
2021-11-22 11:18:47 LW Repeating  process in 194
2021-11-22 11:18:48 LK Repeating  process in 1655
2021-11-22 11:18:48 LW Repeating  process in 193
2021-11-22 11:18:49 LK Repeating  process in 1654
2021-11-22 11:18:49 LW Repeating  process in 192
2021-11-22 11:18:50 LK Repeating  process in 1653
2021-11-22 11:18:50 LW Repeating  process in 191
2021-11-22 11:18:51 LK Repeating  process in 1652
2021-11-22 11:18:51 LW Repeating  process in 190
2021-11-22 11:18:52 LK Repeating  process in 1651
2021-11-22 11:18:52 LW Repeating  process in 189
2021-11-22 11:18:53 LK Repeating  process in 1650
2021-11-22 11:18:53 LW Repeating  process in 188
2021-11-22 11:18:54 LK Repeating  process in 1649
2021-11-22 11:18:54 LW Repeating  process in 187
2021-11-22 11:18:55 LK Repeating  process in 1648
2021-11-22 11:18:55 LW Repeating  process in 186
2021-11-22 11:18:56 LK Repeating  process in 1647
2021-11-22 11:18:56 LW Repeating  process in 185
2021-11-22 11:18:57 LK Repeating  process in 1646
2021-11-22 11:18:57 LW Repeating  process in 184
2021-11-22 11:18:58 LK Repeating  process in 1645
2021-11-22 11:18:58 LW Repeating  process in 183
